id,ma_khach_hang,noi_dung_binh_luan,noi_dung_binh_luan_stopword,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,sentiment_label,positive_score,negative_score,sentiment,lenght,day_of_week,time_group,day_group
21778,1016,Nhanh xuống tone quá,tông,0022-09-09,20:45,1,249400017,negative,0,0,negative,4,Wednesday,2,2
21779,260,màu son đẹp. nhưng mình lại bị khô môi.,màu đẹp khô môi,0022-12-08,15:26,3,367800172,neutral,0,0,neutral,15,Tuesday,2,3
21780,501,bấm khó lâu ko cong được hết mi,bấm,0024-10-28,08:33,2,201100176,negative,0,0,negative,3,Saturday,2,1
21781,502,Bấm k đc 2 cái bằng nhau bấm k cong nổi mi,bấm không_được_cái bấm không_nổi,0024-07-02,02:19,2,201100176,negative,0,0,negative,32,Sunday,1,3
21782,504,"kẹp không cong mi, mình cố kẹp nhiều lần nhưng mi vẫn chỉ lên một chút, k cong nổi, nhỏ xinh tiền thiệt mà dùng k đc:(",kẹp không_mình cố kẹp không_nổi tiền không_đc,0023-03-08,16:17,3,201100176,neutral,0,0,neutral,45,Monday,2,1
21783,360,Có cong tầm 1 tiếng.,tầm tiếng,0022-05-25,18:11,3,201100176,neutral,0,0,neutral,9,Monday,2,1
21784,501,bấm khó lâu ko cong được hết mi,bấm,0024-10-28,08:33,2,201100176,negative,0,0,negative,3,Saturday,2,1
21785,502,Bấm k đc 2 cái bằng nhau bấm k cong nổi mi,bấm không_được_cái bấm không_nổi,0024-07-02,02:19,2,201100176,negative,0,0,negative,32,Sunday,1,3
21786,504,"kẹp không cong mi, mình cố kẹp nhiều lần nhưng mi vẫn chỉ lên một chút, k cong nổi, nhỏ xinh tiền thiệt mà dùng k đc:(",kẹp không_mình cố kẹp không_nổi tiền không_đc,0023-03-08,16:17,3,201100176,neutral,0,0,neutral,45,Monday,2,1
21787,1117,"Da mình dùng cảm thấy k hợp, dùng 1h30p sau đã đổ dầu lại, và bị mụn liti, phù hợp cho mấy bạn ngồi máy lạnh hơn, che phủ lcl ổn. Pass lại cho bạn nào muốn thử mới dùng 1 lần 190k, thiện chí nhanh gọn lẹ ạ",không_hợp đổ dầu mụn liti máy_lạnh phủ lcl ổn thử thiện_chí gọn lẹ,0022-10-11,10:13,3,367800005,neutral,3,1,neutral,66,Sunday,2,3
21788,237,Thấy mấy bạn đáng giá khen quá mua dùng thử..mà xài cũng ko thấy hiệu quả cho lắm,đáng_giá thử không_thấy hiệu_quả,0022-03-16,20:20,3,367800005,neutral,1,0,neutral,32,Monday,2,1
21789,221,"Ưu điểm: Rẻ Nhược điểm: Che chỉ được khoảng 60-70%, không có gì nổi bật trong giới che khuyết điểm Nói chung là nếu nền da xấu thì nên xem xét hãng khác",ưu_điểm rẻ nhược_điểm nổi_bật_giới khuyết_điểm xấu xét hãng,0022-11-30,00:10,3,422201005,neutral,1,1,neutral,59,Monday,3,1
21790,1123,"Mọi ng xem đầu cọ của mình sau khi sd dc 1 tg nè =)))) tự dưng biến đâu mất tiêu làm kb phải dùng thế nào lun @@ Nhưng xét về chất thì em nó cũng ổn, độ che phủ ok và bám cũng khá lâu, chỉ có điều rất dễ dính ra khẩu trang",đầu_cọ thời tự_dưng_biến mất_tiêu kết_bạn xét chất ổn_độ phủ_ổn bám dính,0022-03-22,09:07,3,422201005,neutral,2,0,neutral,72,Sunday,2,3
21791,786,Lên môi là màu đỏ chery chứ k phải đỏ cam . Khá thất vọng vì m ko hợp mà đỏ chery,môi màu đỏ đỏ thất_vọng không_hợp đỏ,0019-12-05,10:18,1,422205518,negative,0,2,negative,36,Tuesday,2,3
21792,776,"Lông cọ khá cứng, mình mua M10. dùng vẫn kiểu bị chọc vào da, nên mọi ng lưu ý nhé",lông cọ cứng kiểu chọc lưu_ý,0023-04-12,22:02,3,100770037,neutral,0,0,neutral,28,Monday,2,1
21793,1022,"thoa nó mềm môi đc moitj lát xong cx y như cũ, chán nha",mềm_môi moitj_lát cũ chán,0022-10-18,22:29,3,422205334,neutral,0,2,neutral,25,Sunday,2,3
21794,1023,"tinh chất này dưỡng ẩm cũng thường không như quảng cáo, còn làm hồng môi cũng không thấy luôn đã qua một thời gian dùng. Nói chung tinh chất dưỡng này khá nhạt nhẽo",chất dưỡng_ẩm không_như quảng_cáo hồng_môi không_thấy thời chất_dưỡng nhạt_nhẽo,0022-07-24,11:17,3,422205334,neutral,0,1,neutral,79,Friday,2,2
21795,1137,dễ gãy,gãy,0022-11-10,14:51,1,249400086,negative,0,0,negative,3,Tuesday,2,3
21796,1138,"Dễ gãy, dễ lem",gãy,0022-09-01,23:32,2,249400086,negative,0,0,negative,3,Tuesday,2,3
21797,1016,Dễ gãy đầu to quá mau lem nữa,gãy đầu,0022-09-01,18:16,1,249400086,negative,0,0,negative,7,Tuesday,2,3
21798,70,"Màu nâu này tự nhiên , sài thích lắm vì mắt không bị quạo",màu nâu tự_nhiên thích mắt không_bị,0022-01-16,01:37,3,249400086,neutral,1,0,neutral,35,Friday,1,2
21799,786,Lên môi là màu đỏ chery chứ k phải đỏ cam . Khá thất vọng vì m ko hợp mà đỏ chery,môi màu đỏ đỏ thất_vọng không_hợp đỏ,0019-12-05,10:18,1,422205517,negative,0,2,negative,36,Tuesday,2,3
21800,804,"Chất son mịn nhưng ko lì mọi người ơi, uống nước thôi cũng trôi hết son",chất mịn không_lì uống trôi,0023-02-27,08:12,3,422205991,neutral,1,1,neutral,27,Saturday,2,1
21801,282,dùng OK dễ sử dụng nên mua,ổn,0022-01-04,12:12,3,100760008,neutral,2,0,neutral,2,Sunday,2,3
21802,221,"Ưu điểm: Rẻ Nhược điểm: Che chỉ được khoảng 60-70%, không có gì nổi bật trong giới che khuyết điểm Nói chung là nếu nền da xấu thì nên xem xét hãng khác",ưu_điểm rẻ nhược_điểm nổi_bật_giới khuyết_điểm xấu xét hãng,0022-11-30,00:10,3,422201004,neutral,1,1,neutral,59,Monday,3,1
21803,1123,"Mọi ng xem đầu cọ của mình sau khi sd dc 1 tg nè =)))) tự dưng biến đâu mất tiêu làm kb phải dùng thế nào lun @@ Nhưng xét về chất thì em nó cũng ổn, độ che phủ ok và bám cũng khá lâu, chỉ có điều rất dễ dính ra khẩu trang",đầu_cọ thời tự_dưng_biến mất_tiêu kết_bạn xét chất ổn_độ phủ_ổn bám dính,0022-03-22,09:07,3,422201004,neutral,2,0,neutral,72,Sunday,2,3
21804,1144,"mình đag xài, môi thấy khô, k lên màu như quảng cáo, hơi buồn!",xài môi khô không_lên màu quảng_cáo hơi buồn,0022-09-12,14:29,3,343100009,neutral,0,1,neutral,44,Saturday,2,1
21805,1146,"M test tại cửa hàng, thấm nhanh như serum và ko để lại độ ẩm gì",test cửa_hàng thấm độ_ẩm,0021-11-27,16:12,2,343100009,negative,0,0,negative,24,Thursday,2,3
21806,1147,"son k lên màu như hình. mới bôi thì mướt môi, nhg 1 lúc sau cảm giác môi bị khô.",không_lên bôi môi môi khô,0020-10-21,14:45,2,343100009,negative,0,0,negative,25,Monday,2,1
21807,346,bé vãi chưỡng,bé vãi,0022-03-04,19:57,3,422204863,neutral,0,0,neutral,6,Wednesday,2,2
21808,501,bấm khó lâu ko cong được hết mi,bấm,0024-10-28,08:33,2,201100225,negative,0,0,negative,3,Saturday,2,1
21809,502,Bấm k đc 2 cái bằng nhau bấm k cong nổi mi,bấm không_được_cái bấm không_nổi,0024-07-02,02:19,2,201100225,negative,0,0,negative,32,Sunday,1,3
21810,504,"kẹp không cong mi, mình cố kẹp nhiều lần nhưng mi vẫn chỉ lên một chút, k cong nổi, nhỏ xinh tiền thiệt mà dùng k đc:(",kẹp không_mình cố kẹp không_nổi tiền không_đc,0023-03-08,16:17,3,201100225,neutral,0,0,neutral,45,Monday,2,1
21811,360,Có cong tầm 1 tiếng.,tầm tiếng,0022-05-25,18:11,3,201100225,neutral,0,0,neutral,9,Monday,2,1
21812,501,bấm khó lâu ko cong được hết mi,bấm,0024-10-28,08:33,2,201100225,negative,0,0,negative,3,Saturday,2,1
21813,502,Bấm k đc 2 cái bằng nhau bấm k cong nổi mi,bấm không_được_cái bấm không_nổi,0024-07-02,02:19,2,201100225,negative,0,0,negative,32,Sunday,1,3
21814,1082,"Dạng phấn bình thường, màu nhạt, lên màu hồng nhạt chứ k ra cam gì cả. Khá thất vọng",dạng phấn_bình_thường màu nhạt màu hồng_nhạt thất_vọng,0021-07-10,12:02,3,422200620,neutral,0,1,neutral,54,Thursday,2,3
21815,831,Dễ lem và lâu khô nhé.Nên chuốt mi nhẹ nhàng và mỏng thôi,khô chuốt_nhẹ_nhàng mỏng,0022-05-23,14:19,3,249400001,neutral,0,1,neutral,24,Saturday,2,1
21816,892,"theo mình thì kem này phù hợp với da dầu hơn, bôi lên da bị mốc ( mình dùng 1 lượng nhỏ) ,da mình dưỡng ẩm sáng lẫn tối nhưng đánh vẫn mốc ko tệp da",dầu bôi mốc dưỡng ẩm_sáng tối đánh mốc,0023-01-05,13:38,3,367800167,neutral,2,1,neutral,38,Tuesday,2,3
21817,804,"Chất son mịn nhưng ko lì mọi người ơi, uống nước thôi cũng trôi hết son",chất mịn không_lì uống trôi,0023-02-27,08:12,3,422205990,neutral,1,1,neutral,27,Saturday,2,1
21818,1164,Ngòi bút kẻ đầu khá to. Không phù hợp vs ng mới tập tành vẽ vì nét khá dày,ngòi_bút đầu không_phù_hợp tập_tành vẽ nét dày,0023-03-17,15:16,3,422206785,neutral,2,1,neutral,46,Wednesday,2,2
21819,192,Mau trôi,trôi,0022-10-18,19:01,1,422207004,negative,0,0,negative,4,Sunday,2,3
21820,704,Phấn phủ tone sáng mà đánh lên giảm 2 tone luôn,phấn phủ tông đánh tông,0022-10-14,13:50,1,422207004,negative,0,0,negative,23,Wednesday,2,2
21821,1173,"Mùi khá khó chịu , trải nhiều lần , rát lâu mới đạt được độ dài dày như ý muốn. Ko bằng macara kissme của nhật",mùi khó_chịu_trải rát độ dày không_bằng macara_kisme nhật,0022-07-14,12:48,3,343100051,neutral,0,2,neutral,57,Tuesday,2,3
21822,1174,"Mình thấy em này xài bị lem, cay mắt, khó chịu hơn mấy hãng khác mình đã từng dùng. Mình mua trực tiếp tại cửa hàng. NV tư vấn nhưng xài vẫn k như mong đợi.",mắt khó_chịu hãng cửa_hàng tư_vấn không_như đợi,0022-05-22,09:09,2,343100051,negative,0,2,negative,47,Friday,2,2
21823,192,Mau trôi,trôi,0022-10-18,19:01,1,422207003,negative,0,0,negative,4,Sunday,2,3
21824,704,Phấn phủ tone sáng mà đánh lên giảm 2 tone luôn,phấn phủ tông đánh tông,0022-10-14,13:50,1,422207003,negative,0,0,negative,23,Wednesday,2,2
21825,356,màu trên web thì trầm hơn. màu phấn thực tế là màu cam gạch. phấn lên màu đậm. ko bị phai,màu trầm màu gạch phấn màu đậm,0021-03-22,12:15,3,201100107,neutral,0,0,neutral,30,Saturday,2,1
21826,1087,"màu lên chuẩn nhưng đầu kẻ dễ gãy, mới kẻ thử đã gãy một phần",màu chuẩn đầu_kẻ gãy thử gãy,0022-04-03,20:31,2,309300127,negative,0,0,negative,28,Friday,2,2
21827,1181,"Bút vẽ lần đầu ra mực, lần sau ko ra hoặc chỉ ra nhạt màu xám rồi k ra mực tiếp nữa",bút vẽ đầu mực không_hoặc nhạt màu xám không_mực tiếp,0022-01-17,20:08,1,249400219,negative,0,0,negative,53,Saturday,2,1
21828,282,dùng OK dễ sử dụng nên mua,ổn,0022-01-04,12:12,3,422204930,neutral,2,0,neutral,2,Sunday,2,3
21829,1194,kẻ lên tay thì ra mực mà lên mắt thì k thấy đâu. Đè mạnh xuống mới ra mực nên vài lần đã tè đầu bút.Rất thất vọng.Mn nên cân nhắc!!!,mực mắt không_thấy đè mực tè đầu bút thất_vọng cân,0022-07-01,14:40,2,422203927,negative,0,1,negative,50,Wednesday,2,2
21830,1195,Bút này mực ra không đều. Mọi người cân nhắc nha.,bút mực không_đều,0022-05-17,14:49,2,422203927,negative,0,1,negative,17,Sunday,2,3
21831,1196,Bút bị khô đầu cọ ko kẻ được gì,bút khô đầu_cọ không_kẻ,0022-02-06,19:46,2,422203927,negative,0,0,negative,23,Friday,2,2
21832,950,"thấy ghi màu 21 cho da sáng hồng. cơ mà đánh lên thấy da hơi tối. còn lại chất kem mỏng nhẹ, tự nhiên, che phủ tương đối. vì k hợp màu da nên đành bye bye. thật tiếc",màu đánh hơi tối chất mỏng nhẹ tự_nhiên phủ tương_đối không_hợp màu đành bye_bye tiếc,0019-04-18,00:19,3,352100002,neutral,0,1,neutral,85,Tuesday,3,3
21833,892,"theo mình thì kem này phù hợp với da dầu hơn, bôi lên da bị mốc ( mình dùng 1 lượng nhỏ) ,da mình dưỡng ẩm sáng lẫn tối nhưng đánh vẫn mốc ko tệp da",dầu bôi mốc dưỡng ẩm_sáng tối đánh mốc,0023-01-05,13:38,3,422217078,neutral,2,1,neutral,38,Tuesday,2,3
21834,494,"Màu nâu nhưng cũng ko sáng lắm đâu. Chì mềm lắm luôn, vẽ lên sẽ thấy hơi bết, cần tán lại bằng chổi, chứ ko gẩy sợi đc (trc khi vẽ mày, mình đã cẩn thận dùng giấy thấm dầu lấy hết các dầu thừa từ KCN). Da mình dầu, thấy cũng trôi kha khá đó. Hơn nữa dùng hao rất nhanh, chưa dùng cái chì nào hao nhanh như cái này!",màu nâu không_sáng chì_mềm vẽ hơi bết tán chổi không_gẩy sợi vẽ cẩn_thận giấy_thấm dầu dầu_thừa kcn dầu trôi chì,0022-09-09,16:09,3,249400079,neutral,1,3,neutral,112,Wednesday,2,2
21835,865,"màu đỏ hồng chứ ko có miếng nào cam, độ bóng khá nhiều",màu đỏ_hồng miếng độ bóng,0024-05-04,16:20,3,333900004,neutral,0,0,neutral,25,Thursday,2,3
21836,865,"màu đỏ hồng chứ ko có miếng nào cam, độ bóng khá nhiều",màu đỏ_hồng miếng độ bóng,0024-05-04,16:20,3,333900004,neutral,0,0,neutral,25,Thursday,2,3
21837,1207,"Son dưỡng khá tốt, nhưng nút vặn mới dùng 1 tháng đã hư rồi",dưỡng tốt nút_vặn hư,0019-09-08,14:40,3,331500002,neutral,1,0,neutral,20,Friday,2,2
21838,1208,Không vón cục nhưng rất rất là lâu khô. Bấm mi cong rồi chuốt mascara vô đợi khô là mi thẳng tưng. Quá thất vọng,không_vón_cục khô bấm chuốt mascara vô_đợi khô thẳng tưng,0022-03-03,15:04,2,422200489,negative,1,2,negative,57,Tuesday,2,3
21839,1207,"Son dưỡng khá tốt, nhưng nút vặn mới dùng 1 tháng đã hư rồi",dưỡng tốt nút_vặn hư,0019-09-08,14:40,3,331500010,neutral,1,0,neutral,20,Friday,2,2
21840,494,"Màu nâu nhưng cũng ko sáng lắm đâu. Chì mềm lắm luôn, vẽ lên sẽ thấy hơi bết, cần tán lại bằng chổi, chứ ko gẩy sợi đc (trc khi vẽ mày, mình đã cẩn thận dùng giấy thấm dầu lấy hết các dầu thừa từ KCN). Da mình dầu, thấy cũng trôi kha khá đó. Hơn nữa dùng hao rất nhanh, chưa dùng cái chì nào hao nhanh như cái này!",màu nâu không_sáng chì_mềm vẽ hơi bết tán chổi không_gẩy sợi vẽ cẩn_thận giấy_thấm dầu dầu_thừa kcn dầu trôi chì,0022-09-09,16:09,3,422201002,neutral,1,3,neutral,112,Wednesday,2,2
21841,804,"Chất son mịn nhưng ko lì mọi người ơi, uống nước thôi cũng trôi hết son",chất mịn không_lì uống trôi,0023-02-27,08:12,3,422205992,neutral,1,1,neutral,27,Saturday,2,1
21842,1214,"màu đẹp nhưng khoảng 30p là bắt đầu len nhem xuống mi dưới, sẽ hk mua lại.",màu đẹp bắt_đầu_nhem,0023-03-30,07:21,3,249400088,neutral,0,0,neutral,20,Tuesday,3,3
21843,512,"lem ko chê vào đâu đc lun. ko bám màu, trôi ngay tức khắc",không_chê không_bám màu trôi,0022-09-20,00:56,1,249400088,negative,0,1,negative,28,Sunday,3,3
21844,1215,Đầu bút to quá,đầu bút,0022-09-10,19:34,2,249400088,negative,0,0,negative,7,Thursday,2,3
21845,1216,"bút mới giao, khui kẻ liền mà vừa kẻ gãy luôn, mn ko nên mua cây này đâu ạ, phí tiền lắm luôn",bút liền gãy không_nên ạ_phí tiền,0022-06-25,14:48,2,249400088,negative,0,3,negative,33,Thursday,2,3
21846,1217,"Nét bút tròn khó vẽ. Thân chì không ôm sát nên lúc vẽ nó cứ bị lung lay í. Với vẽ xong về khó tẩy trang, tẩy không kỹ là đau mắt. Hôm nào vẽ bằng cây này thì i như là bị đau mắt đỏ tới nơi.",nét bút_tròn vẽ thân chì không_ôm sát vẽ lay vẽ tẩy_tẩy không_kỹ đau_mắt hôm vẽ đau mắt đỏ,0022-05-17,10:16,3,249400088,neutral,0,2,neutral,90,Sunday,2,3
21847,1214,"màu đẹp nhưng khoảng 30p là bắt đầu len nhem xuống mi dưới, sẽ hk mua lại.",màu đẹp bắt_đầu_nhem,0023-03-30,07:21,3,249400088,neutral,0,0,neutral,20,Tuesday,3,3
21848,1219,"nhanh lem, khó dùng. Mới 1,2 tiếng mà lem xuống dưới đen hết cả mắt, khó chịu cực.",tiếng đen mắt khó_chịu cực,0022-07-02,13:27,1,201100300,negative,0,1,negative,26,Thursday,2,3
21849,1220,Khó kẻ kinh khủng đầu bút to dù đã gọt rồi nhưng đi 2 3 đường thì lại to lại không chống nước chút nào đâu nói chung là đường mua không đáng tiền chút nào tui mua đại cây có 20k còn dễ kẻ hơn nhiều á.,khủng_đầu bút gọt đi đường lại_lại không_chống đường_không tiền đại_cây,0022-05-20,15:34,1,201100300,negative,1,1,negative,71,Wednesday,2,2
21850,196,"Có đầu gọt tiện lợi Tuy nhiên nhanh trôi đối với da dầu Nếu đi uống cf tám chuyện 1, 2 tiếng thì ok",đầu gọt tiện_lợi_nhiên trôi dầu đi uống tiếng ổn,0020-09-04,22:44,3,201100300,neutral,2,0,neutral,48,Wednesday,2,2
21851,1222,"Mình vừa mua màu O1 là màu sáng nhưng makeup lên thì rất vàng luôn ạ , , Hong sài được ý , lệch tone hẳn raaa mn cân nhắc nha",màu màu makeup vàng ạ_sử_dụng ý_lệch tông hẳn,0022-11-01,02:14,1,249400009,negative,0,1,negative,45,Sunday,1,3
21852,1223,"phấn k bám lắm,tông sáng nhưng tối hơn đã mình,kiềm dầu ổn",phấn không_bám tông tối kiềm dầu ổn,0022-05-07,07:29,3,249400009,neutral,1,0,neutral,35,Thursday,3,3
21853,1224,không ý_kiến,không,0021-07-09,11:18,1,249400009,negative,0,0,negative,5,Wednesday,2,2
21854,1214,"màu đẹp nhưng khoảng 30p là bắt đầu len nhem xuống mi dưới, sẽ hk mua lại.",màu đẹp bắt_đầu_nhem,0023-03-30,07:21,3,249400085,neutral,0,0,neutral,20,Tuesday,3,3
21855,512,"lem ko chê vào đâu đc lun. ko bám màu, trôi ngay tức khắc",không_chê không_bám màu trôi,0022-09-20,00:56,1,249400085,negative,0,1,negative,28,Sunday,3,3
21856,1215,Đầu bút to quá,đầu bút,0022-09-10,19:34,2,249400085,negative,0,0,negative,7,Thursday,2,3
21857,1216,"bút mới giao, khui kẻ liền mà vừa kẻ gãy luôn, mn ko nên mua cây này đâu ạ, phí tiền lắm luôn",bút liền gãy không_nên ạ_phí tiền,0022-06-25,14:48,2,249400085,negative,0,3,negative,33,Thursday,2,3
21858,1217,"Nét bút tròn khó vẽ. Thân chì không ôm sát nên lúc vẽ nó cứ bị lung lay í. Với vẽ xong về khó tẩy trang, tẩy không kỹ là đau mắt. Hôm nào vẽ bằng cây này thì i như là bị đau mắt đỏ tới nơi.",nét bút_tròn vẽ thân chì không_ôm sát vẽ lay vẽ tẩy_tẩy không_kỹ đau_mắt hôm vẽ đau mắt đỏ,0022-05-17,10:16,3,249400085,neutral,0,2,neutral,90,Sunday,2,3
21859,1214,"màu đẹp nhưng khoảng 30p là bắt đầu len nhem xuống mi dưới, sẽ hk mua lại.",màu đẹp bắt_đầu_nhem,0023-03-30,07:21,3,249400085,neutral,0,0,neutral,20,Tuesday,3,3
21860,512,"lem ko chê vào đâu đc lun. ko bám màu, trôi ngay tức khắc",không_chê không_bám màu trôi,0022-09-20,00:56,1,249400085,negative,0,1,negative,28,Sunday,3,3
21861,238,Mascara xài chán dữ lắm. Ko đáng mua,mascara chán,0020-10-22,17:16,1,367800161,negative,0,3,negative,12,Tuesday,2,3
21862,875,"son lên màu tươi hơn trong hình nhiều, màu DL03 thì sắc cam nhiều hơn, ko thấy nâu lắm.",màu tươi hình màu sắc không_thấy nâu,0023-05-15,14:36,3,422209488,neutral,0,0,neutral,36,Saturday,2,1
21863,1194,kẻ lên tay thì ra mực mà lên mắt thì k thấy đâu. Đè mạnh xuống mới ra mực nên vài lần đã tè đầu bút.Rất thất vọng.Mn nên cân nhắc!!!,mực mắt không_thấy đè mực tè đầu bút thất_vọng cân,0022-07-01,14:40,2,422203928,negative,0,1,negative,50,Wednesday,2,2
21864,1195,Bút này mực ra không đều. Mọi người cân nhắc nha.,bút mực không_đều,0022-05-17,14:49,2,422203928,negative,0,1,negative,17,Sunday,2,3
21865,1196,Bút bị khô đầu cọ ko kẻ được gì,bút khô đầu_cọ không_kẻ,0022-02-06,19:46,2,422203928,negative,0,0,negative,23,Friday,2,2
21866,1235,"K dùng dc, bấm mi k cong mà cong gây rụng mi",bấm không_mà,0022-10-23,18:19,1,422205003,negative,0,1,negative,12,Friday,2,2
21867,1236,khó xài bấm k hề cong mi gì cả,bấm không_hề,0022-04-15,20:15,1,422205003,negative,0,0,negative,12,Wednesday,2,2
21868,736,"em này mình cảm giác lên môi hơi khô k dưỡng ẩm tốt lắm, dùng các son bóng cũng dạng oil khác nhưng k có cảm giác khó chịu giống cái này",cảm_giác môi hơi khô không_dưỡng ẩm tốt bóng dạng cảm_giác khó_chịu,0022-05-24,13:21,3,256700023,neutral,1,1,neutral,67,Sunday,2,3
21869,1242,mình không hiểu sao nhưng sdung loại này lại không hiệu quả như dòng này luôn nhưng dạng thỏi đợt trước mình có mua dạng thỏi rồi sdung rất oke nên lần này mua loại hủ để xài lâu hơn thì nó cứ khô khô vô thưởng vô phạt kiểu gì á :'D chuyên biệt cho môi khô nứt nẻ nhưng xài còn khô hơn,không_hiểu sdung_loại không_hiệu_quả dòng dạng thỏi đợt dạng thỏi sdung ổn hủ khô khô vô_thưởng vô_phạt kiểu á_chuyên_biệt môi khô nứt_nẻ khô,0022-01-06,19:17,3,422201693,neutral,3,2,neutral,141,Tuesday,2,3
21870,1164,Ngòi bút kẻ đầu khá to. Không phù hợp vs ng mới tập tành vẽ vì nét khá dày,ngòi_bút đầu không_phù_hợp tập_tành vẽ nét dày,0023-03-17,15:16,3,422217715,neutral,2,1,neutral,46,Wednesday,2,2
21871,1207,"Son dưỡng khá tốt, nhưng nút vặn mới dùng 1 tháng đã hư rồi",dưỡng tốt nút_vặn hư,0019-09-08,14:40,3,331500001,neutral,1,0,neutral,20,Friday,2,2
21872,494,"Màu nâu nhưng cũng ko sáng lắm đâu. Chì mềm lắm luôn, vẽ lên sẽ thấy hơi bết, cần tán lại bằng chổi, chứ ko gẩy sợi đc (trc khi vẽ mày, mình đã cẩn thận dùng giấy thấm dầu lấy hết các dầu thừa từ KCN). Da mình dầu, thấy cũng trôi kha khá đó. Hơn nữa dùng hao rất nhanh, chưa dùng cái chì nào hao nhanh như cái này!",màu nâu không_sáng chì_mềm vẽ hơi bết tán chổi không_gẩy sợi vẽ cẩn_thận giấy_thấm dầu dầu_thừa kcn dầu trôi chì,0022-09-09,16:09,3,249400078,neutral,1,3,neutral,112,Wednesday,2,2
21873,1246,Không có nút đặt hàng,nút,0024-09-27,10:12,2,297700024,negative,0,0,negative,3,Wednesday,2,2
21874,1207,"Son dưỡng khá tốt, nhưng nút vặn mới dùng 1 tháng đã hư rồi",dưỡng tốt nút_vặn hư,0019-09-08,14:40,3,331500003,neutral,1,0,neutral,20,Friday,2,2
21875,1207,"Son dưỡng khá tốt, nhưng nút vặn mới dùng 1 tháng đã hư rồi",dưỡng tốt nút_vặn hư,0019-09-08,14:40,3,331500004,neutral,1,0,neutral,20,Friday,2,2
21876,1251,dán lên cực kì lộ luôn,dán cực_kì_lộ,0023-01-12,13:27,2,201100050,negative,0,0,negative,13,Tuesday,2,3
21877,1087,"màu lên chuẩn nhưng đầu kẻ dễ gãy, mới kẻ thử đã gãy một phần",màu chuẩn đầu_kẻ gãy thử gãy,0022-04-03,20:31,2,309300126,negative,0,0,negative,28,Friday,2,2
21878,501,bấm khó lâu ko cong được hết mi,bấm,0024-10-28,08:33,2,422224839,negative,0,0,negative,3,Saturday,2,1
21879,502,Bấm k đc 2 cái bằng nhau bấm k cong nổi mi,bấm không_được_cái bấm không_nổi,0024-07-02,02:19,2,422224839,negative,0,0,negative,32,Sunday,1,3
21880,504,"kẹp không cong mi, mình cố kẹp nhiều lần nhưng mi vẫn chỉ lên một chút, k cong nổi, nhỏ xinh tiền thiệt mà dùng k đc:(",kẹp không_mình cố kẹp không_nổi tiền không_đc,0023-03-08,16:17,3,422224839,neutral,0,0,neutral,45,Monday,2,1
21881,360,Có cong tầm 1 tiếng.,tầm tiếng,0022-05-25,18:11,3,422224839,neutral,0,0,neutral,9,Monday,2,1
21882,501,bấm khó lâu ko cong được hết mi,bấm,0024-10-28,08:33,2,422224839,negative,0,0,negative,3,Saturday,2,1
21883,502,Bấm k đc 2 cái bằng nhau bấm k cong nổi mi,bấm không_được_cái bấm không_nổi,0024-07-02,02:19,2,422224839,negative,0,0,negative,32,Sunday,1,3
21884,260,màu son đẹp. nhưng mình lại bị khô môi.,màu đẹp khô môi,0022-12-08,15:26,3,367800151,neutral,0,0,neutral,15,Tuesday,2,3
